"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 06, 2016","16.428","16.428","16.428","16.428","0.00K","-0.16%"
"Jun 05, 2016","16.455","16.410","16.460","16.410","-","0.67%"
"Jun 03, 2016","16.346","16.350","16.430","16.345","0.01K","2.13%"
"Jun 02, 2016","16.005","16.025","16.025","16.025","0.00K","0.62%"
"Jun 01, 2016","15.906","16.000","16.000","15.920","0.01K","-0.41%"
"May 31, 2016","15.972","16.010","16.105","15.960","0.08K","-0.39%"
"May 30, 2016","16.035","16.140","16.140","15.915","-","-1.30%"
"May 27, 2016","16.246","16.295","16.325","16.175","0.40K","-0.56%"
"May 26, 2016","16.338","16.285","16.455","16.280","0.01K","0.51%"
"May 25, 2016","16.255","16.245","16.335","16.245","0.21K","0.10%"
"May 24, 2016","16.238","16.320","16.320","16.255","0.01K","-1.05%"
"May 23, 2016","16.410","16.320","16.435","16.320","0.02K","-0.55%"
"May 22, 2016","16.500","16.500","16.520","16.490","-","-0.12%"
"May 20, 2016","16.519","16.465","16.465","16.465","0.00K","0.24%"
"May 19, 2016","16.479","16.910","16.910","16.415","0.08K","-3.74%"
"May 18, 2016","17.120","17.145","17.145","16.800","0.08K","-0.67%"
"May 17, 2016","17.235","17.320","17.320","17.260","0.07K","0.54%"
"May 16, 2016","17.142","17.220","17.220","17.170","0.03K","-0.05%"
"May 15, 2016","17.150","17.080","17.180","17.080","-","0.20%"
"May 13, 2016","17.115","17.155","17.180","16.985","0.05K","0.16%"
"May 12, 2016","17.087","17.320","17.320","17.290","0.04K","-1.24%"
"May 11, 2016","17.302","17.235","17.575","17.230","0.06K","1.33%"
"May 10, 2016","17.075","16.970","17.130","16.960","0.19K","0.03%"
"May 09, 2016","17.070","17.470","17.475","16.960","0.37K","-2.18%"
"May 08, 2016","17.450","17.450","17.490","17.440","-","-0.33%"
"May 06, 2016","17.507","17.340","17.590","17.335","0.13K","1.18%"
"May 05, 2016","17.302","17.365","17.605","17.270","0.24K","0.14%"
"May 04, 2016","17.277","17.475","17.475","17.200","0.42K","-1.13%"
"May 03, 2016","17.474","17.585","17.730","17.360","0.45K","-1.03%"
"May 02, 2016","17.656","17.850","18.030","17.520","1.12K","-1.25%"
"May 01, 2016","17.880","17.850","17.890","17.820","-","0.51%"
"Apr 29, 2016","17.789","17.590","17.990","17.590","4.87K","1.34%"
"Apr 28, 2016","17.553","17.230","17.655","17.140","24.30K","1.54%"
"Apr 27, 2016","17.286","17.286","17.286","17.286","60.51K","1.05%"
"Apr 26, 2016","17.106","17.106","17.106","17.106","0.00K","0.59%"
"Apr 25, 2016","17.005","17.005","17.005","17.005","0.00K","-0.21%"
"Apr 24, 2016","17.040","16.960","17.040","16.930","-","0.85%"
"Apr 22, 2016","16.896","16.896","16.896","16.896","0.01K","-1.11%"
"Apr 21, 2016","17.086","17.086","17.086","17.086","0.05K","-0.26%"
"Apr 20, 2016","17.131","16.965","16.965","16.940","0.00K","0.96%"
"Apr 19, 2016","16.968","16.968","16.968","16.968","107.56K","4.42%"
"Apr 18, 2016","16.249","16.215","16.225","16.215","0.00K","-0.10%"
"Apr 17, 2016","16.265","16.255","16.315","16.230","-","-0.27%"
"Apr 15, 2016","16.309","16.240","16.240","16.165","0.04K","0.87%"
"Apr 14, 2016","16.169","16.065","16.190","16.065","0.00K","-0.94%"
"Apr 13, 2016","16.323","16.125","16.295","16.125","0.00K","0.64%"
"Apr 12, 2016","16.220","15.960","16.160","15.960","0.01K","1.54%"
"Apr 11, 2016","15.974","15.470","15.805","15.470","0.01K","3.76%"
"Apr 10, 2016","15.395","15.360","15.470","15.360","-","0.08%"
"Apr 08, 2016","15.382","15.382","15.382","15.382","43.34K","1.49%"
"Apr 07, 2016","15.156","15.156","15.156","15.156","0.01K","0.69%"
"Apr 06, 2016","15.052","15.052","15.052","15.052","41.55K","-0.41%"
"Apr 05, 2016","15.114","15.114","15.114","15.114","0.01K","1.15%"
"Apr 04, 2016","14.942","15.020","15.020","15.015","0.00K","-0.52%"
"Apr 03, 2016","15.020","15.050","15.080","14.995","-","-0.15%"
"Apr 01, 2016","15.042","15.042","15.042","15.042","71.49K","-2.70%"
"Mar 31, 2016","15.460","15.420","15.440","15.420","0.04K","1.67%"
"Mar 30, 2016","15.206","15.365","15.365","15.215","0.04K","-0.20%"
"Mar 29, 2016","15.237","15.115","15.175","15.115","0.01K","0.28%"
"Mar 28, 2016","15.194","15.180","15.325","15.180","0.09K","-0.17%"
"Mar 27, 2016","15.220","15.195","15.240","15.150","-","0.13%"
"Mar 25, 2016","15.200","15.200","15.200","15.200","-","0.06%"
"Mar 24, 2016","15.191","15.290","15.315","15.180","0.07K","-0.47%"
"Mar 23, 2016","15.263","15.500","15.500","15.255","0.22K","-3.87%"
"Mar 22, 2016","15.877","15.950","15.955","15.845","0.05K","0.23%"
"Mar 21, 2016","15.841","15.795","15.860","15.750","0.02K","0.26%"
"Mar 20, 2016","15.800","15.810","15.860","15.790","-","-0.04%"
"Mar 18, 2016","15.806","16.085","16.150","15.870","0.12K","-1.35%"
"Mar 17, 2016","16.022","15.630","16.035","15.595","0.38K","5.31%"
"Mar 16, 2016","15.214","15.270","15.660","15.220","0.17K","-0.27%"
"Mar 15, 2016","15.255","15.385","15.410","15.245","0.26K","-1.69%"
"Mar 14, 2016","15.518","15.550","15.800","15.370","0.28K","-0.08%"
"Mar 13, 2016","15.530","15.515","15.550","15.490","-","-0.49%"
"Mar 11, 2016","15.607","15.605","15.660","15.550","0.38K","0.39%"
"Mar 10, 2016","15.546","15.315","15.625","15.175","0.57K","1.24%"
"Mar 09, 2016","15.355","15.385","15.395","15.195","0.16K","-0.19%"
"Mar 08, 2016","15.384","15.710","15.750","15.365","0.91K","-1.53%"
"Mar 07, 2016","15.623","15.570","15.795","15.525","0.93K","0.08%"
"Mar 06, 2016","15.610","15.520","15.620","15.520","-","-0.45%"
"Mar 04, 2016","15.681","15.220","15.780","15.140","0.91K","3.63%"
"Mar 03, 2016","15.131","14.945","15.330","14.920","0.68K","0.85%"
"Mar 02, 2016","15.003","14.810","15.000","14.760","0.81K","1.83%"
"Mar 01, 2016","14.733","14.925","15.040","14.725","0.92K","-1.09%"
"Feb 29, 2016","14.896","14.735","14.925","14.610","1.60K","0.92%"
"Feb 28, 2016","14.760","14.685","14.760","14.685","-","0.48%"
"Feb 26, 2016","14.689","15.135","15.230","14.675","23.34K","-3.14%"
"Feb 25, 2016","15.165","15.185","15.185","15.185","0.00K","-0.83%"
"Feb 24, 2016","15.292","15.292","15.292","15.292","83.78K","0.37%"
"Feb 23, 2016","15.235","15.235","15.235","15.235","59.96K","0.37%"
"Feb 22, 2016","15.179","15.179","15.179","15.179","0.00K","-1.05%"
"Feb 21, 2016","15.340","15.355","15.370","15.320","-","-0.18%"
"Feb 19, 2016","15.368","15.368","15.368","15.368","50.79K","-0.38%"
"Feb 18, 2016","15.427","15.427","15.427","15.427","62.25K","0.36%"
"Feb 17, 2016","15.372","15.372","15.372","15.372","0.00K","0.28%"
"Feb 16, 2016","15.329","15.385","15.385","15.385","0.01K","-0.04%"
"Feb 15, 2016","15.335","15.725","15.740","15.195","-","-2.51%"
"Feb 14, 2016","15.730","15.790","15.790","15.660","-","-0.35%"
"Feb 12, 2016","15.785","15.730","15.730","15.730","0.00K","-0.03%"
"Feb 11, 2016","15.789","15.300","15.785","15.300","0.06K","3.35%"
"Feb 10, 2016","15.277","15.300","15.300","15.300","0.00K","-1.08%"
"Feb 09, 2016","15.444","15.390","15.395","15.340","0.02K","0.18%"
"Feb 08, 2016","15.416","14.910","15.420","14.910","0.06K","3.12%"
"Feb 07, 2016","14.950","15.030","15.050","14.910","-","1.26%"
"Feb 05, 2016","14.764","14.860","14.900","14.725","0.01K","-0.49%"
"Feb 04, 2016","14.836","14.765","14.900","14.735","0.02K","0.79%"
"Feb 03, 2016","14.720","14.400","14.775","14.400","0.05K","3.11%"
"Feb 02, 2016","14.276","14.260","14.260","14.255","0.00K","-0.37%"
"Feb 01, 2016","14.329","14.245","14.370","14.235","0.01K","0.55%"
"Jan 31, 2016","14.250","14.245","14.260","14.220","-","0.15%"
"Jan 29, 2016","14.229","14.265","14.265","14.265","0.03K","0.09%"
"Jan 28, 2016","14.216","14.355","14.355","14.215","0.03K","-1.55%"
"Jan 27, 2016","14.440","14.440","14.440","14.440","37.69K","-0.72%"
"Jan 26, 2016","14.544","14.385","14.385","14.385","0.00K","2.13%"
"Jan 25, 2016","14.240","14.095","14.095","14.095","0.01K","1.35%"
"Jan 24, 2016","14.050","14.035","14.070","14.030","-","0.05%"
"Jan 22, 2016","14.043","14.290","14.290","14.290","0.01K","-0.28%"
"Jan 21, 2016","14.083","14.083","14.083","14.083","0.00K","-0.45%"
"Jan 20, 2016","14.147","14.147","14.147","14.147","0.00K","0.26%"
"Jan 19, 2016","14.110","14.065","14.065","14.065","0.00K","1.51%"
"Jan 18, 2016","13.900","13.905","13.985","13.835","-","-0.07%"
"Jan 17, 2016","13.910","13.905","13.920","13.900","-","0.19%"
"Jan 15, 2016","13.884","13.884","13.884","13.884","44.61K","1.07%"
"Jan 14, 2016","13.737","13.737","13.737","13.737","0.00K","-2.88%"
"Jan 13, 2016","14.145","13.850","14.100","13.850","0.02K","2.95%"
"Jan 12, 2016","13.740","13.860","13.860","13.710","0.02K","-0.83%"
"Jan 11, 2016","13.855","13.950","14.010","13.950","0.02K","-0.65%"
"Jan 10, 2016","13.945","13.965","13.975","13.935","-","0.27%"
"Jan 08, 2016","13.908","14.060","14.060","13.920","0.01K","-2.98%"
"Jan 07, 2016","14.335","14.330","14.340","14.330","0.29K","2.71%"
"Jan 06, 2016","13.957","14.000","14.065","14.000","0.11K","0.06%"
"Jan 05, 2016","13.949","13.949","13.949","13.949","0.00K","0.96%"
"Jan 04, 2016","13.817","14.100","14.100","13.860","0.03K","-0.53%"
"Jan 03, 2016","13.890","13.840","13.890","13.840","-","0.83%"
"Dec 31, 2015","13.775","13.775","13.775","13.775","0.01K","-0.28%"
"Dec 30, 2015","13.814","13.925","13.925","13.745","0.11K","-0.74%"
"Dec 29, 2015","13.917","14.020","14.020","14.020","0.01K","0.32%"
"Dec 28, 2015","13.873","14.035","14.035","13.855","0.01K","-3.26%"
"Dec 27, 2015","14.340","14.340","14.360","14.320","-","-0.20%"
"Dec 24, 2015","14.369","14.365","14.365","14.365","0.00K","0.64%"
"Dec 23, 2015","14.277","14.300","14.300","14.240","0.07K","-0.17%"
"Dec 22, 2015","14.302","14.225","14.380","14.225","0.04K","0.01%"
"Dec 21, 2015","14.301","14.105","14.300","14.105","0.02K","1.71%"
"Dec 20, 2015","14.060","14.100","14.105","14.040","-","-0.14%"
"Dec 18, 2015","14.080","13.820","14.160","13.820","0.02K","2.90%"
"Dec 17, 2015","13.683","13.885","13.885","13.695","0.15K","-3.76%"
"Dec 16, 2015","14.218","13.760","14.235","13.760","0.02K","3.48%"
"Dec 15, 2015","13.740","13.635","13.635","13.635","0.00K","0.54%"
"Dec 14, 2015","13.666","13.875","13.925","13.690","0.09K","-1.97%"
"Dec 13, 2015","13.940","13.900","13.970","13.890","-","0.58%"
"Dec 11, 2015","13.859","14.025","14.025","13.860","0.02K","-1.60%"
"Dec 10, 2015","14.085","14.110","14.115","14.080","0.01K","-0.56%"
"Dec 09, 2015","14.164","14.140","14.265","14.110","0.04K","0.52%"
"Dec 08, 2015","14.091","14.195","14.250","14.130","0.07K","-1.51%"
"Dec 07, 2015","14.307","14.480","14.605","14.320","0.06K","-1.13%"
"Dec 06, 2015","14.470","14.530","14.565","14.450","-","-0.24%"
"Dec 04, 2015","14.505","14.050","14.555","14.050","0.09K","3.22%"
"Dec 03, 2015","14.053","13.855","14.095","13.770","0.50K","0.53%"
"Dec 02, 2015","13.979","14.125","14.140","13.890","0.21K","-0.54%"
"Dec 01, 2015","14.055","14.040","14.215","14.040","0.28K","0.04%"
"Nov 30, 2015","14.050","14.020","14.155","13.955","1.62K","0.11%"
"Nov 29, 2015","14.035","14.020","14.035","14.020","-","0.19%"
"Nov 27, 2015","14.008","14.160","14.350","13.905","17.23K","-1.56%"
"Nov 26, 2015","14.230","14.150","14.345","14.105","-","0.44%"
"Nov 25, 2015","14.168","14.168","14.168","14.168","0.00K","-0.01%"
"Nov 24, 2015","14.169","14.275","14.280","14.275","0.01K","0.90%"
"Nov 23, 2015","14.042","14.140","14.145","14.140","0.00K","-0.59%"
"Nov 22, 2015","14.125","14.145","14.145","14.075","-","0.13%"
"Nov 20, 2015","14.106","14.106","14.106","14.106","0.00K","-0.95%"
"Nov 19, 2015","14.242","14.242","14.242","14.242","0.03K","1.15%"
"Nov 18, 2015","14.080","14.020","14.100","14.020","0.01K","-0.64%"
"Nov 17, 2015","14.170","14.135","14.135","14.135","0.00K","-0.36%"
"Nov 16, 2015","14.221","14.450","14.455","14.185","0.00K","-1.00%"
"Nov 15, 2015","14.365","14.330","14.365","14.305","-","1.14%"
"Nov 13, 2015","14.203","14.203","14.203","14.203","39.52K","-0.15%"
"Nov 12, 2015","14.224","14.450","14.450","14.250","0.02K","-0.27%"
"Nov 11, 2015","14.262","14.310","14.310","14.310","0.01K","-0.65%"
"Nov 10, 2015","14.356","14.356","14.356","14.356","0.00K","-0.43%"
"Nov 09, 2015","14.418","14.418","14.418","14.418","50.39K","-1.99%"
"Nov 08, 2015","14.710","14.740","14.745","14.700","-","0.10%"
"Nov 06, 2015","14.696","15.035","15.045","15.005","0.01K","-1.95%"
"Nov 05, 2015","14.988","14.988","14.988","14.988","42.80K","-0.50%"
"Nov 04, 2015","15.063","15.200","15.200","15.200","0.00K","-1.19%"
"Nov 03, 2015","15.244","15.385","15.385","15.385","0.00K","-1.10%"
"Nov 02, 2015","15.413","15.413","15.413","15.413","0.00K","-0.59%"
"Nov 01, 2015","15.505","15.535","15.545","15.465","-","-0.39%"
"Oct 30, 2015","15.566","15.575","15.575","15.530","0.02K","0.14%"
"Oct 29, 2015","15.544","15.875","15.975","15.875","0.03K","-4.57%"
"Oct 28, 2015","16.288","16.060","16.250","16.060","0.02K","2.71%"
"Oct 27, 2015","15.858","15.830","15.845","15.830","0.01K","-0.26%"
"Oct 26, 2015","15.900","15.900","15.900","15.900","0.00K","0.38%"
"Oct 25, 2015","15.840","15.810","15.865","15.795","-","0.14%"
"Oct 23, 2015","15.818","15.860","15.860","15.860","0.01K","-0.03%"
"Oct 22, 2015","15.823","15.823","15.823","15.823","33.50K","0.81%"
"Oct 21, 2015","15.696","15.696","15.696","15.696","0.01K","-1.31%"
"Oct 20, 2015","15.905","15.890","15.890","15.890","0.01K","0.48%"
"Oct 19, 2015","15.829","15.820","15.820","15.820","0.00K","-1.16%"
"Oct 18, 2015","16.015","16.030","16.040","15.985","-","-0.54%"
"Oct 16, 2015","16.102","16.102","16.102","16.102","0.01K","-0.31%"
"Oct 15, 2015","16.152","16.135","16.135","16.000","0.02K","0.31%"
"Oct 14, 2015","16.102","16.010","16.105","15.980","0.02K","1.29%"
"Oct 13, 2015","15.897","15.710","15.860","15.700","0.02K","0.26%"
"Oct 12, 2015","15.855","15.855","15.855","15.855","0.01K","0.41%"
"Oct 11, 2015","15.790","15.820","15.820","15.775","-","-0.12%"
"Oct 09, 2015","15.809","15.815","15.815","15.815","0.00K","0.31%"
"Oct 08, 2015","15.760","15.610","15.700","15.610","0.01K","-2.04%"
"Oct 07, 2015","16.088","15.850","15.970","15.850","0.01K","0.68%"
"Oct 06, 2015","15.979","15.590","15.985","15.590","0.04K","1.76%"
"Oct 05, 2015","15.702","15.140","15.680","15.140","0.01K","3.17%"
"Oct 04, 2015","15.220","15.235","15.350","15.220","-","-0.24%"
"Oct 02, 2015","15.257","14.410","15.100","14.410","0.00K","5.18%"
"Oct 01, 2015","14.506","14.515","14.515","14.465","0.02K","-0.05%"
"Sep 30, 2015","14.513","14.480","14.490","14.480","0.01K","-0.38%"
"Sep 29, 2015","14.569","14.630","14.640","14.595","0.02K","0.21%"
"Sep 28, 2015","14.538","14.615","14.620","14.615","0.05K","-3.75%"
"Sep 27, 2015","15.105","15.095","15.110","15.055","-","-0.01%"
"Sep 25, 2015","15.106","15.065","15.120","15.030","0.02K","-0.13%"
"Sep 24, 2015","15.125","14.745","15.110","14.745","0.19K","2.33%"
"Sep 23, 2015","14.780","14.740","14.840","14.740","0.01K","0.20%"
"Sep 22, 2015","14.750","14.770","14.790","14.760","0.04K","-3.06%"
"Sep 21, 2015","15.216","15.150","15.235","15.150","0.06K","0.40%"
"Sep 20, 2015","15.155","15.170","15.185","15.150","-","0.01%"
"Sep 18, 2015","15.154","15.265","15.265","15.265","0.00K","1.20%"
"Sep 17, 2015","14.975","14.905","15.205","14.850","0.03K","0.65%"
"Sep 16, 2015","14.878","14.510","14.900","14.510","0.03K","3.90%"
"Sep 15, 2015","14.319","14.375","14.375","14.265","0.02K","-0.26%"
"Sep 14, 2015","14.357","14.510","14.535","14.355","0.03K","-1.02%"
"Sep 13, 2015","14.505","14.585","14.590","14.500","-","0.10%"
"Sep 11, 2015","14.490","14.700","14.705","14.280","0.05K","-0.98%"
"Sep 10, 2015","14.634","14.575","14.815","14.565","0.16K","0.45%"
"Sep 09, 2015","14.568","14.790","14.865","14.565","0.09K","-1.23%"
"Sep 08, 2015","14.750","14.630","14.855","14.440","0.23K","1.62%"
"Sep 07, 2015","14.515","14.620","14.645","14.460","-","-0.72%"
"Sep 06, 2015","14.620","14.565","14.670","14.550","-","0.52%"
"Sep 04, 2015","14.544","14.670","14.810","14.500","0.12K","-1.07%"
"Sep 03, 2015","14.702","14.740","14.925","14.555","0.12K","0.28%"
"Sep 02, 2015","14.661","14.535","14.810","14.445","0.38K","0.33%"
"Sep 01, 2015","14.613","14.620","14.715","14.515","0.78K","0.25%"
"Aug 31, 2015","14.577","14.510","14.635","14.390","1.44K","0.32%"
"Aug 30, 2015","14.530","14.540","14.545","14.525","-","-0.03%"
"Aug 28, 2015","14.535","14.470","14.650","14.340","13.21K","0.79%"
"Aug 27, 2015","14.421","14.185","14.185","14.130","0.01K","2.68%"
"Aug 26, 2015","14.045","14.665","14.700","14.045","0.04K","-3.87%"
"Aug 25, 2015","14.610","14.650","14.655","14.650","0.01K","-1.03%"
"Aug 24, 2015","14.762","14.762","14.762","14.762","0.01K","-3.77%"
"Aug 23, 2015","15.340","15.320","15.380","15.275","-","0.25%"
"Aug 21, 2015","15.301","15.301","15.301","15.301","17.64K","-1.39%"
"Aug 20, 2015","15.517","15.465","15.505","15.465","0.25K","2.25%"
"Aug 19, 2015","15.176","15.176","15.176","15.176","13.46K","2.63%"
"Aug 18, 2015","14.787","14.787","14.787","14.787","11.21K","-3.32%"
"Aug 17, 2015","15.295","15.295","15.295","15.295","6.79K","0.63%"
"Aug 16, 2015","15.200","15.215","15.245","15.195","-","-0.07%"
"Aug 14, 2015","15.210","15.175","15.175","15.175","0.00K","-1.21%"
"Aug 13, 2015","15.396","15.396","15.396","15.396","11.73K","-0.50%"
"Aug 12, 2015","15.473","15.480","15.510","15.480","0.00K","1.26%"
"Aug 11, 2015","15.281","15.220","15.240","15.220","0.02K","-0.05%"
"Aug 10, 2015","15.289","14.890","15.335","14.890","0.01K","3.83%"
"Aug 09, 2015","14.725","14.780","14.790","14.725","-","-0.61%"
"Aug 07, 2015","14.816","14.816","14.816","14.816","0.02K","1.00%"
"Aug 06, 2015","14.670","14.670","14.670","14.670","32.73K","0.85%"
"Aug 05, 2015","14.546","14.546","14.546","14.546","0.00K","-0.03%"
"Aug 04, 2015","14.550","14.605","14.605","14.550","0.12K","0.23%"
"Aug 03, 2015","14.516","14.730","14.730","14.415","0.13K","-1.29%"
"Aug 02, 2015","14.705","14.760","14.765","14.695","-","-0.28%"
"Jul 31, 2015","14.746","14.855","14.865","14.850","0.10K","0.37%"
"Jul 30, 2015","14.691","14.750","14.785","14.630","0.04K","-0.29%"
"Jul 29, 2015","14.734","14.640","14.665","14.640","0.01K","0.70%"
"Jul 28, 2015","14.631","14.640","14.640","14.640","0.17K","0.25%"
"Jul 27, 2015","14.594","14.610","14.650","14.560","0.02K","-0.42%"
"Jul 26, 2015","14.655","14.640","14.660","14.620","-","1.23%"
"Jul 24, 2015","14.477","14.595","14.630","14.330","0.03K","-1.40%"
"Jul 23, 2015","14.683","14.635","14.635","14.635","0.17K","-0.21%"
"Jul 22, 2015","14.714","14.714","14.714","14.714","0.01K","-0.37%"
"Jul 21, 2015","14.769","14.615","14.835","14.615","0.10K","0.16%"
"Jul 20, 2015","14.745","14.715","14.905","14.485","0.05K","-0.53%"
"Jul 19, 2015","14.823","14.825","14.852","14.817","-","0.02%"
"Jul 17, 2015","14.820","14.935","14.945","14.825","0.06K","-0.96%"
"Jul 16, 2015","14.964","14.990","14.990","14.970","0.01K","-0.43%"
"Jul 15, 2015","15.028","15.045","15.045","14.990","0.09K","-1.75%"
"Jul 14, 2015","15.295","15.360","15.380","15.295","0.03K","-0.91%"
"Jul 13, 2015","15.436","15.495","15.495","15.300","0.15K","-1.15%"
"Jul 12, 2015","15.615","15.537","15.645","15.493","-","0.95%"
"Jul 10, 2015","15.468","15.330","15.585","15.330","0.05K","0.80%"
"Jul 09, 2015","15.345","15.140","15.440","15.140","0.37K","1.31%"
"Jul 08, 2015","15.147","15.045","15.130","14.740","0.11K","1.32%"
"Jul 07, 2015","14.950","15.595","15.595","14.805","1.04K","-4.93%"
"Jul 06, 2015","15.726","15.550","15.695","15.485","0.09K","0.26%"
"Jul 05, 2015","15.685","15.707","15.773","15.563","-","0.20%"
"Jul 03, 2015","15.653","15.625","15.683","15.563","-","0.75%"
"Jul 02, 2015","15.537","15.470","15.695","15.445","0.26K","-0.10%"
"Jul 01, 2015","15.552","15.635","15.645","15.490","0.22K","0.01%"
"Jun 30, 2015","15.551","15.725","15.805","15.415","1.99K","-0.72%"
"Jun 29, 2015","15.664","15.935","16.000","15.630","19.51K","-1.66%"
"Jun 28, 2015","15.928","15.870","16.020","15.870","-","1.23%"
"Jun 26, 2015","15.735","15.725","15.725","15.725","0.00K","-0.44%"
"Jun 25, 2015","15.805","15.805","15.805","15.805","0.00K","-0.27%"
"Jun 24, 2015","15.848","15.840","15.855","15.840","0.02K","0.74%"
"Jun 23, 2015","15.732","15.790","15.825","15.760","0.00K","-2.51%"
"Jun 22, 2015","16.137","16.100","16.100","16.100","0.00K","0.37%"
"Jun 21, 2015","16.078","16.087","16.102","16.053","-","-0.16%"
"Jun 19, 2015","16.104","16.104","16.104","16.104","12.66K","-0.27%"
"Jun 18, 2015","16.148","16.148","16.148","16.148","0.05K","1.30%"
"Jun 17, 2015","15.940","15.940","15.940","15.940","0.00K","-0.11%"
"Jun 16, 2015","15.958","15.958","15.958","15.958","8.26K","-0.73%"
"Jun 15, 2015","16.076","16.200","16.200","16.200","0.00K","0.58%"
"Jun 14, 2015","15.983","15.912","16.060","15.893","-","1.04%"
"Jun 12, 2015","15.818","15.995","15.995","15.835","0.01K","-0.85%"
"Jun 11, 2015","15.953","15.945","15.945","15.945","0.01K","0.01%"
"Jun 10, 2015","15.952","15.952","15.952","15.952","45.25K","0.02%"
"Jun 09, 2015","15.949","15.970","15.970","15.970","0.00K","-0.01%"
"Jun 08, 2015","15.951","16.035","16.060","15.900","0.02K","-0.26%"
"Jun 07, 2015","15.993","16.032","16.053","15.988","-","0.14%"
"Jun 05, 2015","15.971","15.980","16.060","15.940","0.01K","-0.73%"
"Jun 04, 2015","16.089","16.115","16.135","16.115","0.01K","-2.28%"
"Jun 03, 2015","16.464","16.375","16.375","16.370","0.00K","-1.90%"
"Jun 02, 2015","16.783","16.783","16.783","16.783","41.68K","0.71%"
"Jun 01, 2015","16.664","16.635","17.100","16.615","0.02K","-0.23%"
"May 31, 2015","16.703","16.693","16.805","16.693","-","0.11%"
"May 29, 2015","16.684","16.685","16.690","16.670","0.02K","0.19%"
"May 28, 2015","16.653","16.665","16.750","16.555","0.07K","0.09%"
"May 27, 2015","16.638","16.650","16.695","16.650","0.16K","-0.57%"
"May 26, 2015","16.734","16.995","17.080","16.750","0.11K","-2.17%"
"May 25, 2015","17.105","17.028","17.178","17.002","-","0.47%"
"May 24, 2015","17.025","17.043","17.093","17.020","-","-0.03%"
"May 22, 2015","17.030","17.090","17.090","17.090","0.02K","-0.47%"
"May 21, 2015","17.111","17.065","17.185","17.065","0.01K","0.11%"
"May 20, 2015","17.092","17.100","17.100","17.100","0.01K","0.25%"
"May 19, 2015","17.050","17.465","17.465","16.905","0.02K","-3.74%"
"May 18, 2015","17.712","17.620","17.710","17.595","0.22K","0.87%"
"May 17, 2015","17.560","17.517","17.733","17.508","-","0.09%"
"May 15, 2015","17.545","17.485","17.545","17.335","0.04K","0.55%"
"May 14, 2015","17.449","17.125","17.410","17.125","0.02K","1.41%"
"May 13, 2015","17.207","16.525","17.200","16.525","0.14K","4.22%"
"May 12, 2015","16.510","16.465","16.540","16.305","0.03K","1.30%"
"May 11, 2015","16.298","16.475","16.475","16.215","0.24K","-1.03%"
"May 10, 2015","16.468","16.433","16.483","16.425","-","0.16%"
"May 08, 2015","16.442","16.370","16.455","16.320","0.07K","1.04%"
"May 07, 2015","16.272","16.330","16.445","16.230","0.10K","-1.29%"
"May 06, 2015","16.484","16.520","16.545","16.380","0.10K","-0.44%"
"May 05, 2015","16.557","16.390","16.570","16.350","0.05K","0.85%"
"May 04, 2015","16.418","16.150","16.695","16.150","0.07K","1.50%"
"May 03, 2015","16.175","16.148","16.182","16.140","-","0.40%"
"May 01, 2015","16.111","16.090","16.225","15.905","0.73K","-0.08%"
"Apr 30, 2015","16.124","16.545","16.700","15.815","2.48K","-3.28%"
"Apr 29, 2015","16.670","16.570","16.685","16.385","16.43K","0.50%"
"Apr 28, 2015","16.587","16.587","16.587","16.587","0.05K","1.20%"
"Apr 27, 2015","16.390","15.935","15.940","15.935","0.07K","3.93%"
"Apr 26, 2015","15.770","15.707","15.773","15.707","-","0.89%"
"Apr 24, 2015","15.631","15.631","15.631","15.631","33.27K","-1.22%"
"Apr 23, 2015","15.824","15.824","15.824","15.824","20.78K","0.21%"
"Apr 22, 2015","15.791","15.791","15.791","15.791","21.23K","-1.32%"
"Apr 21, 2015","16.002","15.920","15.920","15.920","0.00K","0.75%"
"Apr 20, 2015","15.883","15.883","15.883","15.883","14.05K","-2.64%"
"Apr 19, 2015","16.313","16.262","16.313","16.252","-","0.57%"
"Apr 17, 2015","16.221","16.221","16.221","16.221","11.63K","-0.34%"
"Apr 16, 2015","16.276","16.150","16.285","16.150","0.01K","0.04%"
"Apr 15, 2015","16.269","16.269","16.269","16.269","12.73K","0.73%"
"Apr 14, 2015","16.151","16.151","16.151","16.151","0.02K","-0.79%"
"Apr 13, 2015","16.280","16.280","16.280","16.280","35.54K","-1.09%"
"Apr 12, 2015","16.460","16.438","16.473","16.425","-","0.55%"
"Apr 10, 2015","16.370","16.400","16.400","16.400","0.01K","1.27%"
"Apr 09, 2015","16.164","16.164","16.164","16.235","0.10K","-1.68%"
"Apr 08, 2015","16.440","16.440","16.440","16.440","0.00K","-2.29%"
"Apr 07, 2015","16.825","16.825","16.825","16.825","0.20K","-1.58%"
"Apr 06, 2015","17.095","17.035","17.080","17.035","0.02K","0.13%"
"Apr 05, 2015","17.072","17.002","17.125","16.968","-","2.31%"
"Apr 03, 2015","16.686","16.686","16.686","16.686","-","0.00%"
"Apr 02, 2015","16.686","16.686","16.686","16.945","38.40K","-2.10%"
"Apr 01, 2015","17.044","16.620","16.620","16.620","0.05K","2.79%"
"Mar 31, 2015","16.581","16.650","16.650","16.585","0.02K","-0.46%"
"Mar 30, 2015","16.657","16.755","16.755","16.655","0.01K","-1.50%"
"Mar 29, 2015","16.910","16.990","16.990","16.898","-","-0.83%"
